requested_amount_usd,application_date,request_title,screening_score,region_code,employment_tenure,debt_to_income
13000.0,2009-03-29,harley davidson loan,631.0,tx,< 1 year,20.05
5000.0,2009-03-29,,707.0,pa,1 year,39.92
12500.0,2009-03-29,student loan,479.0,ca,< 1 year,6.07
20000.0,2009-03-29,refinancing truck loan,674.0,tx,1 year,0.78
3000.0,2009-03-29,small business equipment,648.0,pa,< 1 year,26.76
10000.0,2009-03-29,,662.0,tx,1 year,46.06
25000.0,2009-03-29,consolidate for brian,574.0,mn,7 years,28.21
2000.0,2009-03-29,consolidate bills to one low pymt,0.0,tx,< 1 year,0.0
20000.0,2009-03-29,,665.0,fl,3 years,12.69
1000.0,2009-03-29,auto buying,,tx,< 1 year,-1.0
3500.0,2009-03-29,personal loan,492.0,ny,2 years,35.21
5000.0,2009-03-29,payoff credit cards/consolidate debt,534.0,mn,9 years,1.14
7500.0,2009-03-29,start my own cosmetic business,742.0,nj,5 years,0.92
5000.0,2009-03-29,personal loan,616.0,ga,< 1 year,0.0
6000.0,2009-03-29,help with consolidating,544.0,ca,1 year,3.68
10000.0,2009-03-29,re-locating,658.0,ny,5 years,21.06
25000.0,2009-03-29,start up capital,510.0,mi,< 1 year,15.77
6000.0,2009-03-29,motorcycle,641.0,oh,< 1 year,56.22
6000.0,2009-03-29,looking to buy a used car,572.0,tx,1 year,0.0
5000.0,2009-03-29,school and downpayment on a care,0.0,fl,< 1 year,0.0
3000.0,2009-03-29,,,ca,10+ years,99999.0
5000.0,2009-03-29,pay off medical expenses,0.0,pa,1 year,0.0
5000.0,2009-03-29,,652.0,az,3 years,21.35
8000.0,2009-03-29,cash flow,726.0,nj,8 years,18.45
7000.0,2009-03-29,for credit dept,622.0,ca,< 1 year,29.27
23770.0,2009-03-29,,692.0,ok,2 years,39.64
1500.0,2009-03-29,wedding,535.0,la,4 years,0.0
18000.0,2009-03-29,,669.0,ma,< 1 year,4.89
6000.0,2009-03-29,credit card dept,742.0,ca,3 years,0.0
5000.0,2009-03-29,,659.0,tx,1 year,14.65
8000.0,2009-03-29,credit card consolidation,,nv,2 years,-1.0
10000.0,2009-03-29,motorcycle loan,579.0,al,1 year,25.08
6000.0,2009-03-29,businessneedshelp,645.0,co,10+ years,6.97
20000.0,2009-03-29,debt consolidation,557.0,ca,4 years,32.95
15000.0,2009-03-29,,696.0,az,8 years,40.88
1000.0,2009-03-29,"$1,000",607.0,ca,< 1 year,7.45
24000.0,2009-03-29,,732.0,ok,1 year,30.52
1000.0,2009-03-29,debt,434.0,ga,< 1 year,2.56
15000.0,2009-03-29,marinas loan,,ny,2 years,-1.0
24000.0,2009-03-29,,716.0,ca,6 years,44.52
25000.0,2009-03-29,bel cibo italian bistro,509.0,il,2 years,13.63
1500.0,2009-03-29,bills,492.0,ok,2 years,33.25
8000.0,2009-03-29,living expenses,647.0,ny,< 1 year,7.25
20000.0,2009-03-29,personal,507.0,oh,< 1 year,16.8
1000.0,2009-03-29,rent,521.0,il,< 1 year,135.84
3000.0,2009-03-29,personal loan,504.0,oh,10+ years,34.5
3000.0,2009-03-29,wifes medical bills,573.0,ar,4 years,24.39
5000.0,2009-03-29,small business loan,0.0,ca,1 year,0.0
6500.0,2009-03-29,,741.0,ga,4 years,4.32
11050.0,2009-03-29,,644.0,wa,< 1 year,69.31
15000.0,2009-03-29,,778.0,mi,10+ years,14.88
4000.0,2009-03-29,music,461.0,sc,< 1 year,0.0
11000.0,2009-03-29,,,sc,1 year,99999.0
10000.0,2009-03-29,car and bill loan,586.0,pa,< 1 year,11.14
1500.0,2009-03-29,car repairs and personal,541.0,ok,6 years,4.19
8000.0,2009-03-29,6 month bridge loan,714.0,il,2 years,0.56
12500.0,2009-03-29,,,pa,6 years,99999.0
25000.0,2009-03-29,pay off credit cards,523.0,va,10+ years,44.47
14500.0,2009-03-29,,690.0,nj,5 years,10.58
6000.0,2009-03-29,need help with tuition/rent,648.0,fl,< 1 year,83.41
25000.0,2009-03-29,bringing bussiness to moss point,,ms,6 years,-1.0
10000.0,2009-03-29,cards,,ok,3 years,-1.0
15000.0,2009-03-29,,655.0,pa,7 years,23.73
3000.0,2009-03-29,biz loan for growing web design company,452.0,tx,8 years,5.16
18100.0,2009-03-29,,649.0,il,5 years,23.69
8000.0,2009-03-29,consolidate debt,468.0,ny,< 1 year,1.63
3000.0,2009-03-29,bills and repair,464.0,ny,< 1 year,85.8
3500.0,2009-03-29,just need a little help to get on track,403.0,tx,4 years,9.88
1500.0,2009-03-29,hard workeing person looking for a loan,537.0,va,2 years,0.0
8900.0,2009-03-29,,,sd,10+ years,99999.0
3000.0,2009-03-29,vehicle,461.0,ar,3 years,38.08
1000.0,2009-03-29,late credit card payments,0.0,ct,< 1 year,0.0
15000.0,2009-03-29,drunk driver killed my car,595.0,pa,2 years,11.54
7500.0,2009-03-29,,715.0,ga,4 years,26.43
20000.0,2009-03-29,consolidation loan,655.0,ca,6 years,2.35
15000.0,2009-03-29,,680.0,ca,2 years,1.26
15000.0,2009-03-29,,694.0,oh,10+ years,6.76
1500.0,2009-03-29,deck,634.0,tx,1 year,33.75
8000.0,2009-03-29,cancer treatment,453.0,hi,< 1 year,0.0
25000.0,2009-03-29,ready to expand,421.0,ca,10+ years,0.6
4000.0,2009-03-29,i have to move asap,524.0,il,3 years,0.0
20000.0,2009-03-29,,745.0,mn,3 years,26.0
13000.0,2009-03-29,cc consolidation,699.0,ma,10+ years,29.13
10000.0,2009-03-29,,,ca,< 1 year,99999.0
17863.0,2009-03-29,,717.0,mi,1 year,30.38
5000.0,2009-03-29,business loan,540.0,ca,< 1 year,0.0
1500.0,2009-03-29,want to payoff medical bills,509.0,wa,3 years,22.29
15000.0,2009-03-29,,737.0,ca,7 years,0.0
5000.0,2009-03-29,auto repair,485.0,vt,10+ years,30.32
12000.0,2009-03-29,,720.0,ca,4 years,25.57
7500.0,2009-03-30,bluegreen,663.0,fl,< 1 year,24.23
10000.0,2009-03-30,help my aunt,617.0,pa,2 years,3.77
20000.0,2009-03-30,better help,,ny,10+ years,-1.0
10000.0,2009-03-30,mine,728.0,hi,< 1 year,0.72
2000.0,2009-03-30,medical expenses,,ny,2 years,-1.0
8000.0,2009-03-30,repo loan,501.0,ca,< 1 year,0.67
6000.0,2009-03-30,,633.0,il,4 years,14.74
5000.0,2009-03-30,auto loan,649.0,tx,2 years,19.78
1000.0,2009-03-30,help with auto repair expenses,526.0,tx,10+ years,26.94
5000.0,2009-03-30,personal,470.0,oh,3 years,0.0
7500.0,2009-03-30,,695.0,ny,4 years,6.15
7500.0,2009-03-30,looking for a better interest rate,643.0,oh,4 years,9.07
10000.0,2009-03-30,living loan,542.0,ct,1 year,0.0
4000.0,2009-03-30,need to cover moving expenses,439.0,mi,< 1 year,0.0
13000.0,2009-03-30,motorcycle loan,666.0,ky,< 1 year,102.0
1500.0,2009-03-30,so i figured it's time i tie the knot..,566.0,oh,< 1 year,9.15
25000.0,2009-03-30,debt consolidation,732.0,mi,< 1 year,30.58
2500.0,2009-03-30,personal,536.0,mo,< 1 year,33.86
5000.0,2009-03-30,need to pay for final semester of school,660.0,ma,4 years,29.17
10000.0,2009-03-30,,,nj,5 years,99999.0
20000.0,2009-03-30,,,pa,< 1 year,99999.0
10000.0,2009-03-30,renovation of house,676.0,ny,< 1 year,84.56
2500.0,2009-03-30,debt & car repair,509.0,nh,< 1 year,33.25
6000.0,2009-03-30,home improvement,533.0,tx,3 years,11.23
7000.0,2009-03-30,,621.0,ky,1 year,21.87
10000.0,2009-03-30,credit card bills,744.0,tx,6 years,4.89
25000.0,2009-03-30,refinancing credit cards,714.0,va,< 1 year,49.05
5000.0,2009-03-30,auto repair,663.0,ks,4 years,7.32
13000.0,2009-03-30,loan to consolidate dedt,585.0,tx,5 years,23.33
4500.0,2009-03-30,i want to be debt free!!,493.0,nj,5 years,7.68
25000.0,2009-03-30,debt consolidation,508.0,dc,1 year,9.52
21500.0,2009-03-30,consolidate joint debt,631.0,ga,4 years,12.14
1500.0,2009-03-30,catch-up funds,448.0,ca,10+ years,10.28
5000.0,2009-03-30,please i need this loan,480.0,ca,3 years,24.52
15000.0,2009-03-30,debt relief,666.0,nj,10+ years,38.51
2000.0,2009-03-30,emergency loan,636.0,ma,2 years,10.42
15000.0,2009-03-30,yo money tax service expansion,,tx,1 year,-1.0
25000.0,2009-03-30,business financing - unique kids fashion,754.0,nj,1 year,8.3
1500.0,2009-03-30,small bills add up,505.0,il,< 1 year,0.0
25000.0,2009-03-30,model in car accident temp loan surgery,696.0,ca,7 years,42.47
15000.0,2009-03-30,education,696.0,md,3 years,151.2
19000.0,2009-03-30,consolidate debt,628.0,nv,10+ years,18.4
10000.0,2009-03-30,new car,,il,3 years,-1.0
3000.0,2009-03-30,payoff and breath,612.0,wi,3 years,14.45
25000.0,2009-03-30,out of debt,705.0,pa,10+ years,32.79
9220.0,2009-03-30,,716.0,ca,2 years,29.62
5000.0,2009-03-30,business loan,467.0,nh,1 year,12.18
15000.0,2009-03-30,money to help my business operation,532.0,oh,6 years,10.96
15000.0,2009-03-30,investments for employers and property,,or,< 1 year,-1.0
13000.0,2009-03-30,,0.0,fl,10+ years,0.0
2000.0,2009-03-30,money for 1st months rent and sec dep.,504.0,md,1 year,3.0
7500.0,2009-03-30,,700.0,oh,< 1 year,25.09
25000.0,2009-03-30,funding for low risk deal-,716.0,oh,5 years,0.78
1500.0,2009-03-30,personal,542.0,wi,< 1 year,13.01
9900.0,2009-03-30,new siding,524.0,ca,9 years,5.49
1000.0,2009-03-30,home improvement,558.0,pa,1 year,138.0
1500.0,2009-03-30,personal loan,593.0,il,6 years,31.92
1000.0,2009-03-30,repairs to motorcycle to facilitate sale,576.0,co,1 year,17.45
4000.0,2009-03-30,personal loan,,mi,10+ years,-1.0
10000.0,2009-03-30,,623.0,dc,5 years,24.7
25000.0,2009-03-30,business,,ca,8 years,-1.0
5000.0,2009-03-30,i need help,482.0,pa,10+ years,15.94
8000.0,2009-03-30,new start,425.0,oh,1 year,27.54
10000.0,2009-03-30,,0.0,nj,10+ years,8.43
12000.0,2009-03-30,,730.0,ct,6 years,16.99
19461.0,2009-03-30,,671.0,tx,1 year,11.48
17489.0,2009-03-30,,,ca,1 year,99999.0
5000.0,2009-03-30,it's just a date chat,681.0,va,< 1 year,1.6
2500.0,2009-03-30,high rate credit card,637.0,il,< 1 year,13.88
3000.0,2009-03-30,trying to survive in a dying economy,,wi,< 1 year,-1.0
10000.0,2009-03-30,need a bigger car for my growing family!,614.0,pa,2 years,9.49
11000.0,2009-03-30,to pay off all credit/store card debt,651.0,pa,1 year,29.7
25000.0,2009-03-30,production electriks,721.0,fl,7 years,45.92
10000.0,2009-03-30,personal,595.0,tx,3 years,15.78
5000.0,2009-03-30,moving/relocation expense,482.0,va,< 1 year,6.83
15000.0,2009-03-30,financing,,mi,3 years,-1.0
5000.0,2009-03-30,debt consolidation,0.0,ri,3 years,0.0
10000.0,2009-03-30,help my family please,621.0,nj,2 years,8.76
25000.0,2009-03-30,credit card,601.0,ca,1 year,36.32
25000.0,2009-03-30,help my family,498.0,nj,9 years,36.24
17605.0,2009-03-30,,737.0,ca,7 years,28.44
20000.0,2009-03-30,cosolidate credit cards,686.0,il,10+ years,5.75
10000.0,2009-03-30,personal,526.0,co,9 years,14.19
20000.0,2009-03-30,,,oh,3 years,99999.0
15000.0,2009-03-30,personal,569.0,fl,< 1 year,0.0
2500.0,2009-03-30,loan1,644.0,ma,10+ years,13.81
20000.0,2009-03-30,restaurant,439.0,ny,3 years,15.41
25000.0,2009-03-30,home loan,522.0,ca,2 years,0.0
3000.0,2009-03-30,2nd vehicle,537.0,tx,10+ years,16.54
5000.0,2009-03-30,truck driving school loan,467.0,tx,< 1 year,0.0
5000.0,2009-03-30,pay off some debt,525.0,fl,< 1 year,10.24
5500.0,2009-03-30,i really need this money to start school,680.0,az,2 years,0.0
3500.0,2009-03-30,getting out of my parents house,482.0,mo,10+ years,0.0
22000.0,2009-03-30,house,461.0,co,3 years,29.83
5000.0,2009-03-30,small green buisness in seattle!,616.0,wa,2 years,0.8
12000.0,2009-03-30,found an opportunity.,489.0,ca,3 years,13.53
5000.0,2009-03-30,personal loan,520.0,ma,8 years,30.19
15000.0,2009-03-30,re-starting with a clean slate,516.0,sc,2 years,0.34
6000.0,2009-03-30,,658.0,nj,4 years,20.38
25000.0,2009-03-30,end high interest credit cards,637.0,tx,9 years,18.34
25000.0,2009-03-30,fund new business,684.0,ca,10+ years,53.88
5000.0,2009-03-30,,728.0,nv,< 1 year,0.0
1500.0,2009-03-30,patti's fantasy,458.0,fl,3 years,31.37
15000.0,2009-03-30,consolidate,747.0,pa,9 years,26.79
22475.0,2009-03-30,help in reclaiming mobility,0.0,wi,3 years,0.0
3000.0,2009-03-30,pay off debt,488.0,fl,< 1 year,19.5
5000.0,2009-03-30,needing help,552.0,tx,3 years,47.52
14497.0,2009-03-30,,,ky,2 years,99999.0
13000.0,2009-03-30,,811.0,nj,9 years,11.07
2500.0,2009-03-30,closing/moving,614.0,il,< 1 year,14.54
20000.0,2009-03-30,need to get back on my feet,553.0,ga,10+ years,6.0
20000.0,2009-03-30,a new start,672.0,tx,9 years,19.47
10600.0,2009-03-30,loan needed to take summer college class,,tx,< 1 year,-1.0
10000.0,2009-03-30,,0.0,wa,10+ years,0.0
8000.0,2009-03-30,need help,0.0,ca,1 year,0.0
11500.0,2009-03-30,,694.0,mn,7 years,72.57
3800.0,2009-03-30,personal,572.0,pa,< 1 year,0.0
10000.0,2009-03-30,cosolidate debt,517.0,la,< 1 year,54.38
5000.0,2009-03-30,dr bills,651.0,tx,10+ years,26.33
1000.0,2009-03-30,loan to pay off a little debt,0.0,ca,< 1 year,0.0
18000.0,2009-03-30,personal loan,600.0,ny,10+ years,5.08
5000.0,2009-03-30,personal,561.0,va,< 1 year,14.02
17000.0,2009-03-30,,705.0,md,2 years,29.7
6500.0,2009-03-30,looking to pay off all small debts,499.0,fl,< 1 year,358.13
15000.0,2009-03-30,project funding,692.0,mi,1 year,0.24
9464.95,2009-03-30,,685.0,mo,8 years,31.08
2000.0,2009-03-30,sparkle,,ga,3 years,-1.0
1000.0,2009-03-30,short-term cash flow troubles!,547.0,ny,1 year,82.1
1600.0,2009-03-30,help,489.0,nj,3 years,0.0
25000.0,2009-03-30,guthries chicken fingers  (franchise),659.0,ga,< 1 year,12.48
2000.0,2009-03-30,my first car,571.0,sc,1 year,27.66
5000.0,2009-03-30,unsecured,514.0,la,2 years,6.34
6000.0,2009-03-30,motorcycle loan,667.0,ok,4 years,27.9
7500.0,2009-03-30,,641.0,nj,8 years,17.78
1500.0,2009-03-30,college fund,0.0,oh,1 year,0.0
5000.0,2009-03-30,medical expenses,476.0,nj,2 years,17.35
9000.0,2009-03-30,,736.0,ga,< 1 year,0.83
9000.0,2009-03-30,,,oh,10+ years,99999.0
18000.0,2009-03-30,,749.0,mi,10+ years,8.83
5000.0,2009-03-30,i want to pay of debt,479.0,co,< 1 year,30.45
3500.0,2009-03-30,loan 1,,sd,< 1 year,-1.0
10000.0,2009-03-30,consolidation,565.0,oh,4 years,17.13
25000.0,2009-03-30,advertsing foreclosure chicago realtor,713.0,il,2 years,12.94
10000.0,2009-03-30,consolidation,516.0,oh,9 years,11.14
20000.0,2009-03-30,landsharks billiards and sports bar,,tx,1 year,-1.0
19000.0,2009-03-30,have one loan payment at a good rate,627.0,de,10+ years,19.08
6000.0,2009-03-30,pay off the card,,il,4 years,-1.0
8000.0,2009-03-30,student loan,682.0,fl,< 1 year,138000.0
6000.0,2009-03-30,marketing,582.0,wa,10+ years,40.27
12000.0,2009-03-30,make my daughters dream come true!,492.0,pa,1 year,16.14
3000.0,2009-03-30,pay down bills,,ny,< 1 year,-1.0
1000.0,2009-03-30,bussines startup,,md,3 years,-1.0
3000.0,2009-03-30,start up credit history,0.0,ca,2 years,0.0
5000.0,2009-03-30,,759.0,oh,5 years,0.19
5000.0,2009-03-30,need to consolidate,596.0,ny,10+ years,0.84
13000.0,2009-03-30,,693.0,mo,4 years,30.6
4000.0,2009-03-30,school loan,493.0,pa,7 years,0.0
10000.0,2009-03-30,,0.0,ca,< 1 year,0.0
19593.0,2009-03-30,,755.0,ct,10+ years,10.09
20000.0,2009-03-30,,673.0,ny,10+ years,0.36
10000.0,2009-03-30,personal loan,544.0,ca,10+ years,2.74
2000.0,2009-03-30,personal loan,563.0,oh,3 years,14.73
4000.0,2009-03-30,pay off car,653.0,il,1 year,16.06
15000.0,2009-03-30,,737.0,md,< 1 year,136.4
23975.0,2009-03-30,,792.0,il,10+ years,20.81
6000.0,2009-03-30,,735.0,fl,1 year,4.11
5500.0,2009-03-30,refinancing debt,682.0,az,2 years,16.75
2500.0,2009-03-30,business loans,563.0,ny,2 years,6.9
1000.0,2009-03-30,car repairs and misc,,tx,2 years,-1.0
25000.0,2009-03-30,relief loan,426.0,sc,< 1 year,37.62
3000.0,2009-03-30,debt consolidation,628.0,al,< 1 year,43.11
15887.0,2009-03-30,,743.0,ct,10+ years,17.07
5000.0,2009-03-30,graduate student investment,653.0,il,1 year,50.45
10000.0,2009-03-30,horse riding,536.0,ca,10+ years,0.0
3000.0,2009-03-30,loam,,wa,< 1 year,-1.0
7000.0,2009-03-30,personal loan,,ny,1 year,-1.0
25000.0,2009-03-30,primary home loan,722.0,ga,10+ years,1.04
25000.0,2009-03-30,consolidation,,il,1 year,-1.0
8000.0,2009-03-30,personal,565.0,la,4 years,8.68
11000.0,2009-03-30,,,il,3 years,99999.0
15000.0,2009-03-30,personal loan,701.0,ms,< 1 year,2.12
1500.0,2009-03-30,neraak,704.0,fl,< 1 year,0.75
5000.0,2009-03-30,helping get back on our feet,548.0,ny,< 1 year,127.2
22500.0,2009-03-30,,,or,8 years,99999.0
15000.0,2009-03-30,,764.0,wa,< 1 year,11.95
15000.0,2009-03-30,new motorcycle loan,647.0,fl,10+ years,29.02
13000.0,2009-03-30,,705.0,ks,10+ years,30.26
25000.0,2009-03-30,please help,513.0,nj,< 1 year,21.77
25000.0,2009-03-30,help me get this loan for my family,462.0,nj,8 years,59.14
25000.0,2009-03-30,down payment,582.0,nj,< 1 year,54.76
8850.0,2009-03-30,refinincing,711.0,fl,5 years,11.54
5000.0,2009-03-30,pay off credit cards and payday loans,609.0,la,2 years,8.35
25000.0,2009-03-30,down payment for my parents,409.0,nj,3 years,5.76
8000.0,2009-03-30,legal and credit card debt,609.0,tx,< 1 year,0.0
24000.0,2009-03-30,need loan to grow business,486.0,ct,10+ years,0.0
20000.0,2009-03-30,,728.0,ca,1 year,3.63
6000.0,2009-03-30,buying a new car,0.0,fl,1 year,0.0
25000.0,2009-03-30,credit card consolidation,697.0,va,2 years,51.08
2000.0,2009-03-30,im in srious trouble,,ca,< 1 year,-1.0
5000.0,2009-03-30,payday loans,540.0,ca,6 years,1.68
25000.0,2009-03-30,travle money,828.0,or,< 1 year,0.0
3500.0,2009-03-30,rusty,500.0,nm,< 1 year,0.0
20000.0,2009-03-30,credit card debt,484.0,ky,< 1 year,69.97
9200.0,2009-03-30,,0.0,nj,10+ years,0.0
2500.0,2009-03-30,unexpected expense,552.0,ms,8 years,13.35
15000.0,2009-03-30,,718.0,tx,10+ years,29.56
18500.0,2009-03-30,payoff high interest debt,529.0,nv,4 years,13.4
4000.0,2009-03-30,,650.0,ga,1 year,0.51
25000.0,2009-03-30,"restaurant ""forage"" seekng loan for 25k",726.0,ut,1 year,32.64
19000.0,2009-03-30,,631.0,tx,1 year,17.97
9650.0,2009-03-30,andrew searles,,oh,2 years,-1.0
6000.0,2009-03-30,budget wedding,752.0,la,< 1 year,19.03
5000.0,2009-03-30,marketing loan needed,777.0,nv,6 years,0.0
5000.0,2009-03-30,seatac_01's loan,488.0,wa,3 years,18.2
2000.0,2009-03-30,auto loan to cover 50% of vehicle cost,626.0,wi,1 year,28.61
3000.0,2009-03-30,cards pay off,682.0,ca,2 years,33.79
25000.0,2009-03-30,setting up kiosks in retail malls,682.0,nv,3 years,38.46
7150.0,2009-03-30,need loan,593.0,ca,2 years,1.66
7500.0,2009-03-30,consolidate my bills,694.0,ga,< 1 year,14.69
25000.0,2009-03-30,down payment on residential property,637.0,co,2 years,3.73
1000.0,2009-03-31,payday,591.0,fl,2 years,18.86
6000.0,2009-03-31,collecting my judgment for my cp,741.0,ca,5 years,35.59
2000.0,2009-03-31,debt consolidation,545.0,va,3 years,1.2
8500.0,2009-03-31,debt consolidation,597.0,ny,10+ years,8.19
15000.0,2009-03-31,please help us fix our fixer-upper!,676.0,ny,6 years,20.59
11000.0,2009-03-31,,649.0,ga,2 years,20.76
25000.0,2009-03-31,purchase and start up funds for business,502.0,fl,5 years,27.82
10000.0,2009-03-31,wedding,634.0,ny,1 year,40.22
15000.0,2009-03-31,mjvesosky,685.0,ny,< 1 year,64.15
9000.0,2009-03-31,debt consolidation,567.0,nj,1 year,26.2
10000.0,2009-03-31,,,tx,9 years,99999.0
25000.0,2009-03-31,pay off back taxes,634.0,or,9 years,26.34
14500.0,2009-03-31,,,nj,3 years,99999.0
5000.0,2009-03-31,stupid payday loans,,tx,1 year,-1.0
17000.0,2009-03-31,debt consolidation loan,459.0,ga,< 1 year,13.36
5000.0,2009-03-31,trying to pay off things,459.0,la,< 1 year,0.0
3000.0,2009-03-31,bills,480.0,il,5 years,21.36
5000.0,2009-03-31,,686.0,fl,1 year,30.45
25000.0,2009-03-31,"safe, secure and protected loan",,fl,7 years,-1.0
14000.0,2009-03-31,car loan,462.0,fl,< 1 year,0.11
14000.0,2009-03-31,motorcycle loan,654.0,pa,1 year,72.28
25000.0,2009-03-31,fcg,,va,3 years,-1.0
7000.0,2009-03-31,,808.0,ny,8 years,0.73
7000.0,2009-03-31,motor cycle purchase,615.0,fl,3 years,30.03
3000.0,2009-03-31,debt consolidation,539.0,sc,< 1 year,2.03
15000.0,2009-03-31,hoping to get back on our feet,500.0,ut,1 year,23.92
1200.0,2009-03-31,securing collateral for a business loan,448.0,wi,3 years,8.21
5000.0,2009-03-31,situate bills,656.0,va,1 year,350.4
25000.0,2009-03-31,organic farming- profitable way to grow,,mo,5 years,-1.0
2500.0,2009-03-31,,649.0,wv,2 years,18.2
5000.0,2009-03-31,transportation to school - car,601.0,co,< 1 year,14.88
1000.0,2009-03-31,human resources assistant,660.0,ms,2 years,48.86
15800.0,2009-03-31,,733.0,ks,1 year,29.01
3500.0,2009-03-31,motorcycle loan,684.0,wv,1 year,22.07
17100.0,2009-03-31,,708.0,oh,3 years,20.0
3000.0,2009-03-31,debt,0.0,tx,< 1 year,0.0
25000.0,2009-03-31,new kitchen and basement upgrades,721.0,il,10+ years,9.62
5000.0,2009-03-31,buying a car,,dc,2 years,-1.0
25000.0,2009-03-31,loan need,606.0,md,2 years,25.62
25000.0,2009-03-31,loan,712.0,md,10+ years,25.99
14000.0,2009-03-31,,698.0,nj,1 year,18.49
7500.0,2009-03-31,2 credit cards left!,571.0,tx,3 years,8.0
5500.0,2009-03-31,personal,683.0,fl,10+ years,127.59
4500.0,2009-03-31,no debt!!,702.0,ca,2 years,14.5
5000.0,2009-03-31,back rent......,0.0,ks,< 1 year,0.0
10000.0,2009-03-31,hoover special investigations,601.0,ky,< 1 year,17.35
5000.0,2009-03-31,yoani fernandez,659.0,fl,< 1 year,5.05
22279.0,2009-03-31,,670.0,tx,< 1 year,26.92
20000.0,2009-03-31,credit card refinance,477.0,ca,4 years,16.58
5000.0,2009-03-31,dental and household bills,691.0,md,2 years,32.15
20000.0,2009-03-31,short term loan needed great credit,661.0,ut,7 years,13.73
12000.0,2009-03-31,eliminate debt,536.0,mt,10+ years,37.57
25000.0,2009-03-31,short term capital infusion,,ca,1 year,-1.0
24000.0,2009-03-31,mercedes lease buyout,767.0,ca,10+ years,25.03
10000.0,2009-03-31,trout house debt consolidator,579.0,ms,10+ years,13.66
7500.0,2009-03-31,,,co,1 year,99999.0
11496.87,2009-03-31,,716.0,md,10+ years,25.92
25000.0,2009-03-31,giannandrea,,ut,10+ years,-1.0
2000.0,2009-03-31,,674.0,fl,1 year,3.06
15000.0,2009-03-31,loan for down payment,516.0,wy,< 1 year,0.0
2500.0,2009-03-31,maxima,459.0,md,1 year,0.0
25000.0,2009-03-31,rehab loan,662.0,ct,6 years,27.11
25000.0,2009-03-31,wanted a loan for a nice dream vacation,537.0,ca,10+ years,20.49
5000.0,2009-03-31,bachelor's degree,754.0,ct,10+ years,3.82
15000.0,2009-03-31,get work done,439.0,pa,10+ years,18.05
2500.0,2009-03-31,one bill,646.0,ca,2 years,8.4
6000.0,2009-03-31,need to combine into one payment,567.0,ca,< 1 year,11.39
15000.0,2009-03-31,land contract/ debt/school loans,704.0,mi,8 years,12.88
6000.0,2009-03-31,home,,wy,< 1 year,-1.0
20000.0,2009-03-31,my own shop,662.0,fl,3 years,19.69
7000.0,2009-03-31,getting rid of 2 credit cards.,640.0,mo,6 years,29.07
12000.0,2009-03-31,"taxes, medical, etc",505.0,mi,9 years,20.75
15000.0,2009-03-31,auto loan,537.0,tx,1 year,0.0
20000.0,2009-03-31,bondsman,719.0,fl,5 years,3.04
9000.0,2009-03-31,,,mi,4 years,99999.0
25000.0,2009-03-31,loan application,701.0,il,< 1 year,42.08
2000.0,2009-03-31,other,531.0,sc,2 years,0.0
20000.0,2009-03-31,,,il,10+ years,99999.0
15500.0,2009-03-31,,,ks,< 1 year,99999.0
15000.0,2009-03-31,restauranteer,685.0,fl,3 years,8.27
20000.0,2009-03-31,consolidate debt,644.0,wi,3 years,16.34
1000.0,2009-03-31,small loan for college student,614.0,mi,< 1 year,6.37
20000.0,2009-03-31,backtoschool,719.0,fl,3 years,1.58
25000.0,2009-03-31,residents wife /stay at home mom,683.0,ms,< 1 year,4.63
10000.0,2009-03-31,used motorcycle loan,628.0,oh,< 1 year,19.45
10000.0,2009-03-31,second chance loan,474.0,al,< 1 year,3.49
1500.0,2009-03-31,home improvement,635.0,oh,2 years,30.58
18000.0,2009-03-31,,799.0,ga,10+ years,7.34
4000.0,2009-03-31,personal loan,482.0,ca,1 year,14.06
10000.0,2009-03-31,emergency medical expense,662.0,ga,4 years,7.54
2500.0,2009-03-31,to pay off a lawyer,,va,< 1 year,-1.0
15000.0,2009-03-31,jeanine,444.0,ny,7 years,7.43
3000.0,2009-03-31,beauty consultant,,md,< 1 year,-1.0
2000.0,2009-03-31,home business ebay power seller store,0.0,mi,8 years,0.0
10000.0,2009-03-31,business loan,499.0,sc,9 years,4.39
19400.0,2009-03-31,,760.0,ga,3 years,19.06
25000.0,2009-03-31,personal loan,637.0,ga,1 year,27.88
12500.0,2009-03-31,personal loan,616.0,sc,3 years,3.05
19270.97,2009-03-31,,757.0,tx,5 years,25.09
16000.0,2009-03-31,finish banking with bank of america.,686.0,ma,4 years,28.47
5000.0,2009-03-31,get rid of store cards,621.0,il,1 year,14.49
4100.0,2009-03-31,motorcycle,,ma,2 years,-1.0
16500.0,2009-03-31,finance wife's car,639.0,ga,< 1 year,26.18
3500.0,2009-03-31,,696.0,pa,3 years,31.61
10000.0,2009-03-31,,662.0,wa,6 years,10.03
3000.0,2009-03-31,personal loan,705.0,il,< 1 year,9.79
4000.0,2009-03-31,summer school,539.0,ms,< 1 year,12.71
2500.0,2009-03-31,personal loan,552.0,tx,< 1 year,12.77
2500.0,2009-03-31,tracee,,ca,4 years,-1.0
15000.0,2009-03-31,,763.0,nj,< 1 year,0.0
10000.0,2009-03-31,,718.0,ca,< 1 year,29.5
10000.0,2009-03-31,,619.0,tx,4 years,7.53
5500.0,2009-03-31,negative equity,749.0,ca,< 1 year,16.94
5000.0,2009-03-31,bills need a healing,542.0,tx,10+ years,0.0
20000.0,2009-03-31,,747.0,ny,7 years,4.12
