requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
5000,2009-04-12,personal,536,1.50%,OH,1 year,0
15000,2009-04-12,consolidation of bills,,-1%,SD,3 years,0
16565,2009-04-12, ,699,28.47%,KY,1 year,0
15000,2009-04-12,I need help to pay off these credit card,572,18.39%,CA,< 1 year,0
2500,2009-04-12,need a new roof,504,5.46%,NY,9 years,0
5000,2009-04-12,Auto loan,645,0.90%,CA,4 years,0
10000,2009-04-12,Paytosave,,-1%,CA,7 years,0
18000,2009-04-12,Expanding a Dog Care Business,714,6.43%,NJ,1 year,0
5000,2009-04-12,pay off rest of loans and fix vehicles,515,4.32%,OH,1 year,0
25000,2009-04-12,housing loan,546,0%,MS,2 years,0
2000,2009-04-12,Taking Care of Business,510,32.36%,NY,< 1 year,0
4000,2009-04-12,Expand business,662,6.24%,NV,8 years,0
25000,2009-04-12,2007 Ford Edge loan,669,16.22%,KS,10+ years,0
1500,2009-04-12,Personal Loan,590,0%,IL,2 years,0
5000,2009-04-12,debt consolidation,597,9.96%,NY,7 years,0
15000,2009-04-12,Debt consolidation,660,59.09%,NJ,< 1 year,0
2000,2009-04-12,CAR_Loan,651,0.55%,GA,1 year,0
2000,2009-04-12,Getting my life back together.,544,0%,FL,4 years,0
5000,2009-04-12,Starting over.,512,0%,PA,< 1 year,0
6000,2009-04-12,Consolidating Debts owed to Credit Co.,569,19.98%,OK,1 year,0
5000,2009-04-12,Moving,0,0%,NY,6 years,0
5000,2009-04-12,Pay off old and past due bills,513,11.78%,NJ,6 years,0
9000,2009-04-12, ,,99999%,OK,10+ years,0
8000,2009-04-12, ,704,0%,NY,3 years,0
20000,2009-04-12, ,676,0%,CO,1 year,0
15000,2009-04-12,other ,482,0%,NY,2 years,0
9100,2009-04-12, ,731,26.30%,MO,2 years,0
7500,2009-04-12,Loan for a Fresh Start,523,26.31%,MN,1 year,0
5000,2009-04-12, ,677,0%,MO,< 1 year,0
12500,2009-04-12,my loan,472,0%,NY,< 1 year,0
15000,2009-04-12, ,624,25.61%,TX,3 years,0
1400,2009-04-12,Help Paying High Interest Credit Card,648,33.38%,WA ,10+ years,0
18000,2009-04-12,Need a 2nd chance after a long struggle,463,36.21%,AZ,< 1 year,0
25000,2009-04-12,Student Loan ,512,10.85%,OK,7 years,0
5000,2009-04-12,Badly in need of a car,457,4.59%,CA,1 year,0
10000,2009-04-12,Pay off some bills,488,0%,TX,1 year,0
5000,2009-04-12,Down payment,664,0.48%,NY,< 1 year,0
5000,2009-04-12,fresh start,554,19.68%,CA,3 years,0
14000,2009-04-12,New motorcycle purchase,449,23.72%,PA,< 1 year,0
20000,2009-04-12, ,675,31.46%,NV,9 years,0
2200,2009-04-12, ,658,11.49%,MO,3 years,0
25000,2009-04-12,NEED FOR 11 MONTHS,653,16.43%,CA,< 1 year,0
11000,2009-04-12,Working Capital with a Bonus to Lender,510,1.77%,IL,4 years,0
15000,2009-04-12,JBM Hardscapes & Landscapes,546,5.30%,FL,4 years,0
1500,2009-04-12,personal loan,564,0%,OH,10+ years,0
23220,2009-04-12, ,687,28.97%,CA,2 years,0
20000,2009-04-12,Growth and Expansion,522,0%,GA,< 1 year,0
5300,2009-04-12,dodge stealth,478,32.40%,CO,8 years,0
3400,2009-04-12,Motorcycle Loan,603,16.57%,IL,< 1 year,0
15000,2009-04-13, ,,99999%,CA,2 years,0
2500,2009-04-13,Loan Needed Urgently,467,10.48%,FL,< 1 year,0
2500,2009-04-13,I need these loan very urgently,,-1%,VA,< 1 year,0
1000,2009-04-13,college,,-1%,MD,2 years,0
1500,2009-04-13,monthly personal loan,460,0%,LA,3 years,0
10000,2009-04-13,Business Loan for Elite-Electronix.com,,-1%,GA,3 years,0
11750,2009-04-13, ,774,29.14%,MS,3 years,0
25000,2009-04-13,refinancing credit balance,710,43.20%,NY,1 year,0
1000,2009-04-13,dowm payment,451,212.40%,MO,10+ years,0
1000,2009-04-13,lower APR,678,23.14%,PA,9 years,0
3000,2009-04-13,We need to move,552,0%,PA,< 1 year,0
25000,2009-04-13,Debt Consolidation,704,8.53%,IL,5 years,0
8000,2009-04-13, ,733,1.73%,MI,5 years,0
3000,2009-04-13,help,519,359.60%,FL,10+ years,0
2500,2009-04-13,Paying For School,454,3.83%,IL,< 1 year,0
16000,2009-04-13, ,,99999%,NY,3 years,0
3000,2009-04-13,personal,475,808.80%,KS,3 years,0
13500,2009-04-13,Pay off bills,557,6.64%,PA,10+ years,0
3500,2009-04-13,looking for motor bike loan,557,80.23%,MI,1 year,0
3500,2009-04-13,Apt,561,11.32%,KY,3 years,0
15418.85,2009-04-13, ,659,12.44%,NY,10+ years,0
21100,2009-04-13, ,718,30.20%,OH,4 years,0
15000,2009-04-13,National Truffle Fest,,-1%,SC,10+ years,0
25000,2009-04-13,I need Help Consolidating Credit Cards,671,59.91%,GA,10+ years,0
5000,2009-04-13,Motorcycle Loan,676,11.19%,PA,3 years,0
18000,2009-04-13, ,633,11.32%,NY ,5 years,0
15000,2009-04-13,in need of help,544,15.88%,FL,6 years,0
15000,2009-04-13, ,,99999%,NY,1 year,0
16000,2009-04-13,Freedom,693,40.88%,KS,2 years,0
10500,2009-04-13,Consolidate Debt,,-1%,DC,2 years,0
9000,2009-04-13,Motorcycle Loan,651,8.18%,NY,2 years,0
15400,2009-04-13, ,717,32.11%,NJ,3 years,0
2500,2009-04-13,Personal Loan,526,4.62%,NY,1 year,0
6000,2009-04-13,Engagement Ring Loan,,-1%,MS,< 1 year,0
1500,2009-04-13, ,689,0%,VA,< 1 year,0
5000,2009-04-13, ,,99999%,SC,< 1 year,0
3000,2009-04-13, ,690,25.88%,TX,3 years,0
10000,2009-04-13, ,787,36.96%,NJ,9 years,0
19380,2009-04-13, ,647,20.96%,AL,10+ years,0
10000,2009-04-13, ,682,0%,FL,2 years,0
10000,2009-04-13,Help me get cleaning supplies!,0,0%,IL,< 1 year,0
6200,2009-04-13,need money for my big tax bill,605,28.39%,NY,2 years,0
5000,2009-04-13, ,669,34.96%,NJ,< 1 year,0
20000,2009-04-13,consolidating debt,687,45.62%,SC,5 years,0
2000,2009-04-13,UNSECURED,,-1%,LA,10+ years,0
20000,2009-04-13,Pay off and consolidate past due Amex,552,10.93%,CT,2 years,0
10000,2009-04-13,Business Loan for expansion,555,44.31%,PA,2 years,0
5000,2009-04-13,Would You Like to Invest in Retail Sales,405,67.68%,MO,< 1 year,0
8000,2009-04-13,IRS,667,3.82%,FL,10+ years,0
6000,2009-04-13,Consolidating my debt,470,12.06%,WA,1 year,0
10000,2009-04-13,pay all my bill off and have one payment,635,31.37%,NH,2 years,0
22000,2009-04-13, ,,99999%,GA,4 years,0
14500,2009-04-13, ,,99999%,PA,2 years,0
20000,2009-04-13,consolidate atv debt,649,29.75%,FL,3 years,0
15000,2009-04-13, ,710,35.79%,WA,10+ years,0
20000,2009-04-13,Relocation Expenses,680,0%,PA,10+ years,0
14000,2009-04-13, ,,99999%,GA,2 years,0
18000,2009-04-13, ,660,91.66%,OH,3 years,0
15000,2009-04-13, ,622,6.51%,AZ,7 years,0
15000,2009-04-13,This Is Really Important,0,0%,AL,< 1 year,0
2000,2009-04-13,Wedding expenses,641,11.84%,WA,10+ years,0
12000,2009-04-13, ,,99999%,CA,< 1 year,0
15300,2009-04-13, ,709,46.30%,CO,< 1 year,0
25000,2009-04-13,Equipment Purchase,,-1%,WA,2 years,0
2000,2009-04-13,SCHOOL PURPOSE,0,0%,WI,3 years,0
1500,2009-04-13,Getting Married,565,11.95%,AK,2 years,0
15000,2009-04-13,Business Startup,456,8.79%,TX,< 1 year,0
10000,2009-04-13,Global Business Needs Assistance,607,25%,FL,4 years,0
15000,2009-04-13,Loan for a new Dad and current Student,627,11.73%,AZ,< 1 year,0
9900,2009-04-13,Personal ,609,42.93%,NY,2 years,0
8000,2009-04-13, ,715,51.83%,NY,4 years,0
25000,2009-04-13,Tractor,649,9.22%,GA,1 year,0
14000,2009-04-13, ,759,30.42%,MI,6 years,0
3000,2009-04-13,personal,415,2.32%,NV,10+ years,0
22000,2009-04-13, ,674,28.07%,OH,10+ years,0
5000,2009-04-13, ,629,24.57%,WI,2 years,0
5000,2009-04-13, ,647,23.03%,NV,4 years,0
15000,2009-04-13,Making a comeback,646,0.32%,SC,9 years,0
10698,2009-04-13, ,764,8.45%,GA,3 years,0
1500,2009-04-13,CAR TAGS,0,0%,AR,< 1 year,0
5000,2009-04-13, ,701,31.54%,TX,3 years,0
6000,2009-04-13,BOUGHT NEW HOUSE,572,1.40%,KY,10+ years,0
5000,2009-04-13,school loan,621,27.60%,TX,1 year,0
15000,2009-04-13,Master's Degree Completion/Home Projects,718,11.80%,MA,9 years,0
14000,2009-04-13, ,727,61.51%,NJ,< 1 year,0
16500,2009-04-13, ,760,23.82%,VA,< 1 year,0
2000,2009-04-13,Personal,587,0%,KY,10+ years,0
5000,2009-04-13, ,665,2.83%,MO,5 years,0
13086,2009-04-13, ,726,35.25%,GA,2 years,0
5000,2009-04-13,CHERYL GREEN,483,0%,MA,5 years,0
4000,2009-04-13, ,738,0%,NJ,1 year,0
9000,2009-04-13, ,743,142.30%,NJ,< 1 year,0
15000,2009-04-13,help daughter,747,20.61%,SC,< 1 year,0
5000,2009-04-13, ,,99999%,FL,4 years,0
20000,2009-04-13,To start a fresh life,611,15.22%,NV,2 years,0
15000,2009-04-13,project 21,0,0%,IL,1 year,0
20000,2009-04-13, ,,99999%,IL,10+ years,0
12000,2009-04-13, ,,99999%,CA,10+ years,0
13000,2009-04-13, ,731,23.71%,PA,5 years,0
3000,2009-04-13,to pay off bad debt,527,16.45%,TX,10+ years,0
7000,2009-04-13,Short-term Loan to Pay for School,638,63.92%,MA,3 years,0
1000,2009-04-13,personal,531,4.30%,LA,4 years,0
1000,2009-04-13,Need help paying for funeral,,-1%,PA,2 years,0
1500,2009-04-13,TV,632,3.92%,PA,< 1 year,0
2500,2009-04-13,A  family in need of help,440,0%,TX,3 years,0
15000,2009-04-13, ,,99999%,MN,10+ years,0
17000,2009-04-13, ,657,13.15%,GA,2 years,0
11000,2009-04-13,house,444,20.18%,PA,3 years,0
25000,2009-04-13,Need loan for my bussiness ,506,36.65%,CA,10+ years,0
25000,2009-04-13,Moving Expenses and Others,674,3.82%,GA,4 years,0
20000,2009-04-13, ,,99999%,CA,2 years,0
3000,2009-04-13,Education Loan,687,27.52%,FL,1 year,0
9000,2009-04-13, ,,99999%,CT,2 years,0
10000,2009-04-13,Need funds for a wedding,541,0.92%,TX,9 years,0
1200,2009-04-13,Help get over a hurdle,609,0.90%,MI,10+ years,0
9000,2009-04-13,motorcycle loan,516,42.77%,TX,4 years,0
1000,2009-04-13,money to buy a car,507,26.53%,CA,1 year,0
3500,2009-04-13,cbeckmanloan,443,30.70%,KS,2 years,0
14000,2009-04-13, ,759,21.68%,VA,7 years,0
5500,2009-04-13,Emergency Bill Payments with Quick Repay,609,34.08%,PA,< 1 year,0
2500,2009-04-13,Personal loan,581,26.25%,SC,< 1 year,0
3000,2009-04-13,seeking lower interest rates than cards,659,30.76%,TX,1 year,0
20000,2009-04-13,Law school,,-1%,LA,< 1 year,0
5000,2009-04-13, ,700,0.45%,VA,1 year,0
15000,2009-04-13, ,722,15.32%,NY,2 years,0
7500,2009-04-13,school and car repair,0,0%,DE,2 years,0
7689,2009-04-13, ,,99999%,LA,10+ years,0
1500,2009-04-13,personal loan,455,15.79%,OH,< 1 year,0
7500,2009-04-13,car needs upgraded,0,0%,FL,1 year,0
15000,2009-04-13, ,693,52.85%,SD,8 years,0
10000,2009-04-13, ,648,12.36%,MS,10+ years,0
12500,2009-04-13,Credit Card Payoff,713,21.57%,CA,10+ years,0
8000,2009-04-13,Improve a house to a Home,634,16.07%,AL,6 years,0
19000,2009-04-13, ,779,54.51%,FL,1 year,0
3000,2009-04-13,Struggling to catch up after marriage,585,0%,OH,< 1 year,0
25000,2009-04-13,Boat Loan,547,16.41%,FL,1 year,0
3000,2009-04-13,Invest in Roth IRA,,-1%,MI,2 years,0
20000,2009-04-13, ,678,138.30%,NM,< 1 year,0
15000,2009-04-13, ,,99999%,PA,3 years,0
10100,2009-04-13,Final Semester,752,2.60%,NJ,< 1 year,0
1000,2009-04-13,Paying off debt,699,3.12%,NJ,< 1 year,0
22000,2009-04-13, ,723,30.07%,NY,5 years,0
5000,2009-04-13,personal,434,230.36%,TX,< 1 year,0
20000,2009-04-13,Fix Gios Home,725,26.28%,FL,2 years,0
15000,2009-04-13,Pay for wedding and Honeymoon,495,41.43%,SC,1 year,0
2500,2009-04-13,new job have to move,678,21.47%,FL,< 1 year,0
15000,2009-04-13,help,448,8.13%,LA,9 years,0
11500,2009-04-13,Paula Flores,,-1%,NM,3 years,0
1000,2009-04-13,big car repair,462,4.98%,PA,< 1 year,0
10000,2009-04-13,credit card payoff,689,15.97%,CA,9 years,0
25000,2009-04-13,Saldana Family second chance,548,14.22%,TX,< 1 year,0
1500,2009-04-13, hope luna,552,19.07%,SC,< 1 year,0
1500,2009-04-13, ,646,2.25%,OR,< 1 year,0
10000,2009-04-13,Consolidate & relocate,538,32.19%,PA,< 1 year,0
8000,2009-04-13,Consolidate of Credit Card Debt,681,8.70%,PA,2 years,0
1500,2009-04-13,moved to new state with my little girl,538,27.68%,AR,< 1 year,0
11000,2009-04-13, ,,99999%,TX,< 1 year,0
12000,2009-04-13,Home Improvements,670,10.11%,OH,6 years,0
15000,2009-04-13,Purchase Tractor,648,7.83%,GA,1 year,0
15000,2009-04-13, ,711,0.71%,FL,< 1 year,0
20500,2009-04-13, ,715,35.72%,VA,2 years,0
12000,2009-04-13,ST financing of IRA,744,2.93%,CA,5 years,0
15000,2009-04-13,domino,772,16.33%,NY,10+ years,0
15984,2009-04-13, ,687,16.42%,SC,< 1 year,0
14300,2009-04-13, ,747,26.23%,OH,5 years,0
7500,2009-04-13, ,754,0%,IL,1 year,0
3000,2009-04-13,Consolidate Credit Card Debt,644,10.97%,PA,1 year,0
10000,2009-04-13,Juggalo X,0,0%,CA,< 1 year,0
25000,2009-04-13,PAYOFF DEBTS NOW,651,71.56%,NM,2 years,0
15000,2009-04-13,Aquisition of a building ,485,15.63%,PA,10+ years,0
22000,2009-04-13, ,771,4.60%,CA,10+ years,0
7000,2009-04-13, ,664,28.27%,FL,4 years,0
25000,2009-04-13,Environmental Testing Business,712,25.30%,NH,1 year,0
7500,2009-04-13,ATV Loan,607,12.24%,LA,3 years,0
4000,2009-04-13,Going to the Chapel Going to get Married,621,26.69%,MN,1 year,0
6000,2009-04-13,Need $6000 ASAP,574,0.40%,NY ,< 1 year,0
25000,2009-04-13,Equipment Financing for Cataract Surgeon,,-1%,CA,9 years,0
2000,2009-04-13, ,708,9.24%,CA,2 years,0
3000,2009-04-13,Loan to expand my Vending business,512,33.62%,NV,4 years,0
15000,2009-04-13,Fresh Start,705,1.62%,NJ,2 years,0
22627,2009-04-13, ,698,34.56%,TX,2 years,0
3000,2009-04-13,Personal Loan,543,18.20%,MN,2 years,0
25000,2009-04-13,Refinance High Rate Credit Card,659,10.40%,NJ,10+ years,0
7000,2009-04-13,personal,732,21.22%,CA,1 year,0
12500,2009-04-13,Money for Graduating College,656,72.90%,TX,< 1 year,0
7500,2009-04-13, ,,99999%,CA,3 years,0
11300,2009-04-14,Help me secure my future.,525,1.91%,MN,4 years,0
17000,2009-04-14, ,743,35.80%,CA,10+ years,0
7000,2009-04-14,motor cycle,,-1%,PA,< 1 year,0
10000,2009-04-14,School/living expenses,741,657.60%,OR,< 1 year,0
20000,2009-04-14, ,755,0%,NJ,3 years,0
5000,2009-04-14,debt consolidation rv remodel,636,19.94%,MI,7 years,0
18000,2009-04-14, ,,99999%,PA,< 1 year,0
21000,2009-04-14, ,,99999%,GA ,5 years,0
15000,2009-04-14, ,,99999%,DC,7 years,0
10000,2009-04-14,Wedding expenses,,-1%,GA,1 year,0
4200,2009-04-14,Credit Card Payoff,497,17.29%,NY,1 year,0
10000,2009-04-14,Consolidate,633,16.98%,NY,4 years,0
25000,2009-04-14,My Dream Car - 1968 Corvette convertible,767,0.30%,MO,4 years,0
22000,2009-04-14, ,731,26.56%,PA,3 years,0
5000,2009-04-14, ,715,2.69%,OK,3 years,0
25000,2009-04-14,Debt consolidation,684,40.77%,FL,10+ years,0
18700,2009-04-14, ,759,23.72%,IL,10+ years,0
12000,2009-04-14,To prepare for upcoming expenses,729,38.14%,IL,< 1 year,0
15000,2009-04-14,debt,626,14.37%,VA,10+ years,0
15000,2009-04-14,15000 personal loan,490,12.75%,CO,1 year,0
20000,2009-04-14, ,693,43.56%,GA,10+ years,0
10000,2009-04-14,I need a loan,510,24.53%,TX,1 year,0
16000,2009-04-14, ,,99999%,MN,2 years,0
2000,2009-04-14,personal loan,662,179.52%,OR,10+ years,0
4500,2009-04-14,NEED TO PAY OFF DEBT,,-1%,GA,1 year,0
17000,2009-04-14,fixing finances,660,7.03%,MA,10+ years,0
7500,2009-04-14, ,775,0.27%,MD,2 years,0
20000,2009-04-14,Debt reduction,736,19.14%,PA,10+ years,0
7500,2009-04-14,NEED LOAN,0,0%,GA,10+ years,0
2000,2009-04-14,Living expenses while searching for job,493,3.11%,LA,< 1 year,0
3000,2009-04-14,Medical 911,0,0%,IL,2 years,0
15500,2009-04-14, ,720,9.74%,KS,2 years,0
1000,2009-04-14,creditcard fees,421,3.50%,IL,2 years,0
25000,2009-04-14,Mike's Consolidation Loan,721,37.24%,FL,1 year,0
25000,2009-04-14,Consolidate College and Credit Debt,685,28.31%,CA,< 1 year,0
6000,2009-04-14,Debt consolidation,609,11.46%,GA,< 1 year,0
7000,2009-04-14,auto,621,0.30%,TX,1 year,0
5000,2009-04-14,Divorce did in this Dad.......,463,32.82%,WA,< 1 year,0
25000,2009-04-14,Bridge Loan for Operations!,,-1%,KY,2 years,0
1500,2009-04-14,Consolidate debt,528,9.49%,LA,2 years,0
4000,2009-04-14,Pay bills off,,-1%,KS,< 1 year,0
25000,2009-04-14,I am trying to get family back on track.,487,23.07%,KS,5 years,0
7000,2009-04-14,Consolidate My Credit Card Debts,654,21.83%,FL,3 years,0
5000,2009-04-14,start up buisness,518,19.93%,KY,10+ years,0
2000,2009-04-14, ,676,0%,AL,1 year,0
13500,2009-04-14, ,737,37.98%,MN,10+ years,0
10000,2009-04-14,Father of 5 in Need of Assistance,543,0%,PA,< 1 year,0
5000,2009-04-14,Mother of 5 Needs Assistance!,514,1.49%,PA,3 years,0
25000,2009-04-14, ,653,21.74%,PA,3 years,0
11000,2009-04-14,11000,689,4.50%,TX,3 years,0
9000,2009-04-14,student loan,681,36%,MI,2 years,0
7500,2009-04-14,I need a loan to help pay for my wedding,455,18.15%,UT,3 years,0
16000,2009-04-14, ,750,16.13%,WA,4 years,0
5000,2009-04-14,Film,735,0%,CA,< 1 year,0
14500,2009-04-14,mdx,,18.20%,MN,1 year,0
3500,2009-04-14,pay for Gary,513,23.89%,OK,10+ years,0
6450,2009-04-14,Car Loan. Toyota Supra Turbo 1991,,-1%,WI,< 1 year,0
1500,2009-04-14,Dental Expenses,774,18.20%,IL,10+ years,0
3400,2009-04-14,auto loan,,-1%,WA,< 1 year,0
10000,2009-04-14,Black Knights security Kick Off,585,24.60%,IL,10+ years,0
8000,2009-04-14, ,647,83.56%,CA,< 1 year,0
10000,2009-04-14, ,720,2.36%,NV,2 years,0
7000,2009-04-14,Final Student Loan-Repaid in 1 year,645,9.20%,LA,< 1 year,0
18000,2009-04-14, ,,99999%,NY,8 years,0
1000,2009-04-14,alucke,425,516.72%,PA,7 years,0
18000,2009-04-14, ,689,54.48%,MA,10+ years,0
15000,2009-04-14, ,686,26.69%,WV,1 year,0
9600,2009-04-14, ,745,29.77%,MN,4 years,0
1000,2009-04-14,Falling behind,649,661.03%,AZ,2 years,0
9500,2009-04-14, ,684,19.37%,CT,5 years,0
10000,2009-04-14,wedding,521,29.30%,UT,6 years,0
3500,2009-04-14,loan for home project and pay bills,482,40.87%,VA,10+ years,0
3600,2009-04-14,My Home,,-1%,OK,1 year,0
7500,2009-04-14, ,0,0%,CA,< 1 year,0
25000,2009-04-14,Building our Dream Home,683,19.92%,CA,10+ years,0
10000,2009-04-14,Payoff Repo,615,29.28%,FL,1 year,0
25000,2009-04-14,Business Loan,675,13.76%,CA,1 year,0
20000,2009-04-14,GroupExclusives.com,658,7.20%,CA,2 years,0
25000,2009-04-14,personal loan,0,0%,OK,5 years,0
20000,2009-04-14,Wind Mill for Cascade Ridge Property,0,0%,WA,10+ years,0
5000,2009-04-14,Personal,562,8.06%,MI,4 years,0
2000,2009-04-14,funeral ,633,11.94%,NY,2 years,0
4000,2009-04-14,Please Help,548,16.30%,NY,3 years,0
7000,2009-04-14, ,688,29.60%,PA,2 years,0
7500,2009-04-14, ,675,8.25%,NY,< 1 year,0
7000,2009-04-14,Consolidation of loans and 3 credit card,670,20.82%,CA,10+ years,0
15000,2009-04-14,taxes for year 2008,689,26.10%,GA,< 1 year,0
5000,2009-04-14,Assistance to Family,709,14.29%,WA,3 years,0
15000,2009-04-14, ,687,19.20%,CO,10+ years,0
12065,2009-04-14, ,,99999%,IL,5 years,0
12000,2009-04-14,Ibeam Music Renovations,790,0%,NY,9 years,0
25000,2009-04-14,My Loan,712,3.51%,WI,< 1 year,0
13800,2009-04-14, ,730,2.44%,SC,3 years,0
20000,2009-04-14,Home addition,663,10.77%,FL,3 years,0
12000,2009-04-14, ,,99999%,CA,< 1 year,0
10000,2009-04-14,Help Me Get Off the Credit Card Carousel,679,29.30%,NY,< 1 year,0
25000,2009-04-14,improve business,453,32.33%,WI,10+ years,0
6000,2009-04-14,Expenses,703,8.04%,MT,10+ years,0
3000,2009-04-14,Medical Bills/Credit Card Bills,513,3.82%,WA,8 years,0
3000,2009-04-14,Retrieving Fiancee,0,0%,TX,< 1 year,0
10000,2009-04-14, ,669,14.42%,MO,3 years,0
7200,2009-04-14,"Drunk driver totaled truck, car shopping",775,0.27%,MD,2 years,0
14807,2009-04-14, ,771,25.99%,PA,< 1 year,0
3000,2009-04-14,advance,496,1.92%,CA,< 1 year,0
5000,2009-04-14, ,659,16.37%,IL,1 year,0
5000,2009-04-14,Personal ,,-1%,WV,< 1 year,0
14000,2009-04-14,medical bill,694,25.80%,FL,10+ years,0
2000,2009-04-14,kenny loan,680,1.64%,CA,3 years,0
5000,2009-04-14, ,655,33.50%,NY ,4 years,0
5000,2009-04-14,Profitable eBay Business,506,0%,CA,2 years,0
2000,2009-04-14,"Need a new computer, printer, software ",607,9.88%,CA,8 years,0
6000,2009-04-14,pay off some credit debt,538,2.87%,TX,2 years,0
19000,2009-04-14,Car,682,15.36%,NY,2 years,0
25000,2009-04-14,To be more financially sound!,719,21.18%,OH,10+ years,0
10000,2009-04-14, ,747,0.14%,MI,5 years,0
8000,2009-04-14,Consolidate,622,46.72%,TX,5 years,0
2500,2009-04-14,Looking to consolidate Debt,482,13.13%,FL,3 years,0
9000,2009-04-14,diner,714,37.50%,NY,10+ years,0
3000,2009-04-14,PCS,544,18%,KY,5 years,0
15000,2009-04-14,Consolidation Loan,692,43.16%,FL,10+ years,0
5000,2009-04-14,Jon,426,7.65%,VA,< 1 year,0
19000,2009-04-14,Consolidation Loan,649,28.54%,FL ,10+ years,0
3000,2009-04-14,"The ""Home Fixer Upper Loan""",562,3.43%,LA,2 years,0
24000,2009-04-14,Consolidate,,-1%,PA,8 years,0
5000,2009-04-14,Marketing Monies,609,1.46%,SC,1 year,0
25000,2009-04-14,Undergraduate Education,622,0%,NJ,< 1 year,0
14000,2009-04-14, ,640,15.96%,WA,< 1 year,0
20000,2009-04-14,Debt Consolidation,761,1.88%,NY,< 1 year,0
7000,2009-04-14, ,665,32.85%,SC,3 years,0
12500,2009-04-14, ,629,16.80%,CO,< 1 year,0
8500,2009-04-14, ,682,31%,MD,6 years,0
15000,2009-04-14, ,749,21.45%,PA,10+ years,0
10000,2009-04-14,need money for a car,0,0%,TX,1 year,0
1000,2009-04-14,Someone help,468,23.08%,TX,7 years,0
3000,2009-04-14,personal,516,0%,MI,1 year,0
20000,2009-04-14,Refinance,626,27.51%,MO,3 years,0
7000,2009-04-14,IRS,617,8.76%,TX,6 years,0
2000,2009-04-14,Annual Tuition and Fees,0,3.51%,WA,< 1 year,0
15000,2009-04-14, ,747,8.83%,CA,7 years,0
2000,2009-04-14,Moving Expenses,580,9.03%,NJ,3 years,0
10000,2009-04-14,Help purchasing a home,587,19.82%,TX,< 1 year,0
1000,2009-04-14,Consolidate debt to pay off in 36 months,665,27.26%,GA,1 year,0
6800,2009-04-14,Motorcycle Refinacing ,520,9.56%,CA,1 year,0
10000,2009-04-14,need money to expand my business,567,0%,MA,5 years,0
10000,2009-04-14,helping to get out of debt.,671,0%,TX,< 1 year,0
20000,2009-04-14,pay off higher rate credit cards,756,23.54%,IL,2 years,0
1000,2009-04-14,Consolidate payments,697,377%,NY,< 1 year,0
9000,2009-04-14, ,751,0%,FL,< 1 year,0
16000,2009-04-14, ,798,12.48%,CA,< 1 year,0
15000,2009-04-14,getting divorced car unsafe for babies,532,0%,GA,< 1 year,0
10000,2009-04-14,Short-term Loan for Wedding Expenses ,650,20.81%,MN,6 years,0
5000,2009-04-14,Wedding Expences,619,13.78%,OH,1 year,0
3500,2009-04-14,motorcycle loan,470,6.71%,WA,< 1 year,0
1000,2009-04-14,Credit Card Refinance,652,19.23%,TX,< 1 year,0
10000,2009-04-14,New Car,0,2.40%,AZ,3 years,0
10000,2009-04-14,Quicker way to pay my debt,680,25.27%,CA,< 1 year,0
1000,2009-04-14,Haravard University Masters in Lib. Arts,519,26.56%,TX,< 1 year,0
25000,2009-04-14,Buy Great Existing Business,704,12.18%,CA,7 years,0
10000,2009-04-14,I HAVE NEED,503,17.53%,TX,3 years,0
20000,2009-04-14,Invest in my Small Business,701,0.27%,CA ,< 1 year,0
9900,2009-04-15,WANT TO BORROW FROM REAL PEOPLE!,753,1.11%,CA,6 years,0
2500,2009-04-15,I want to travel,725,0%,VA,1 year,0
15000,2009-04-15, ,,99999%,TX,4 years,0
1500,2009-04-15, ,710,2.50%,CO,3 years,0
5000,2009-04-15, ,637,1.30%,IL,1 year,0
5000,2009-04-15,Want To Start Our Lives,637,1.62%,IL,1 year,0
10000,2009-04-15,Car,421,221.78%,MO,< 1 year,0
10000,2009-04-15, ,,99999%,CA,< 1 year,0
2000,2009-04-15,Car in need of repairs after being stole,563,3.13%,NH,5 years,0
20000,2009-04-15,Small business bridge loan,714,21.33%,NJ,2 years,0
5000,2009-04-15,Bill Loan,542,12.62%,IL,1 year,0
5000,2009-04-15,fresh start,582,10.78%,IL,9 years,0
8000,2009-04-15,Pay off debt,638,29.58%,CT,3 years,0
11000,2009-04-15,get rid of credit cards,668,38.61%,FL,< 1 year,0
1000,2009-04-15,Mom Needs Help,439,7%,TX,5 years,0
25000,2009-04-15,Need a loan to pay business expense,491,25.32%,CA,10+ years,0
10000,2009-04-15,Refi Loan,680,34.90%,CO,4 years,0
20000,2009-04-15,to get someone home,701,1.20%,OK,10+ years,0
5000,2009-04-15,Im climbing back out,593,27.90%,TX,< 1 year,0
2500,2009-04-15,owner,,-1%,GA,2 years,0
8000,2009-04-15, ,656,0%,GA,1 year,0
1500,2009-04-15,personal,525,18.80%,GA,7 years,0
16000,2009-04-15,Credit Card Debts,584,20.40%,MN,6 years,0
6000,2009-04-15,cosmetology,475,2.62%,AR,2 years,0
25000,2009-04-15,dvd rental,660,44%,MD,1 year,0
25000,2009-04-15,need to pay off invoices,657,4.15%,CA,3 years,0
12000,2009-04-15,DEBT CONSOLIDATION SECURE BY PROPERTY,656,27.94%,LA,2 years,0
20000,2009-04-15, ,729,0.21%,TX,1 year,0
